Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 17:00:00,2025-06-10 22:05:00,1745,1.0,In-flight meal not included,10539
Air India,2019-03-06,Delhi,Cochin,2025-04-26 05:55:00,2025-03-07 07:40:00,1545,2.0,No info,14641
Jet Airways,2019-06-27,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:10:00,180,0.0,In-flight meal not included,6478
Air India,2019-05-12,Kolkata,Banglore,2025-04-26 09:25:00,2025-05-13 11:10:00,1545,1.0,No info,8891
Vistara,2019-05-21,Kolkata,Banglore,2025-04-26 07:10:00,2025-05-22 09:05:00,1555,1.0,No info,8452
SpiceJet,2019-06-27,Banglore,Delhi,2025-04-26 21:10:00,2025-06-28 00:05:00,175,0.0,No check-in baggage included,4319
Air India,2019-06-09,Kolkata,Banglore,2025-04-26 09:25:00,2025-04-26 18:30:00,545,1.0,No info,8576
SpiceJet,2019-06-21,Kolkata,Banglore,2025-04-26 09:00:00,2025-04-26 11:25:00,145,0.0,No check-in baggage included,3841
Multiple carriers,2019-06-15,Delhi,Cochin,2025-04-26 08:30:00,2025-04-26 19:00:00,630,1.0,No info,11200
IndiGo,2019-05-09,Delhi,Cochin,2025-04-26 14:25:00,2025-04-26 17:40:00,195,0.0,No info,6015
SpiceJet,2019-04-24,Kolkata,Banglore,2025-04-26 22:20:00,2025-04-25 00:40:00,140,0.0,No check-in baggage included,3841
IndiGo,2019-04-21,Kolkata,Banglore,2025-04-26 11:30:00,2025-04-26 14:05:00,155,0.0,No info,5644
Jet Airways,2019-05-27,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:00:00,360,1.0,In-flight meal not included,12898
Air India,2019-03-09,Delhi,Cochin,2025-04-26 04:00:00,2025-03-10 07:40:00,1660,1.0,No info,10315
Vistara,2019-06-12,Kolkata,Banglore,2025-04-26 20:20:00,2025-06-13 10:45:00,865,1.0,No info,8452
Jet Airways,2019-05-01,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 17:35:00,435,1.0,No info,8355
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 16:30:00,2025-04-02 16:20:00,1430,1.0,No info,12681
SpiceJet,2019-05-06,Mumbai,Hyderabad,2025-04-26 05:45:00,2025-04-26 07:15:00,90,0.0,No check-in baggage included,1965
SpiceJet,2019-06-18,Mumbai,Hyderabad,2025-04-26 22:45:00,2025-06-19 00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 20:45:00,740,1.0,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,2025-04-26 17:30:00,2025-05-16 20:25:00,1615,1.0,No info,10203
Jet Airways,2019-03-12,Mumbai,Hyderabad,2025-04-26 09:50:00,2025-04-26 16:35:00,405,1.0,No info,20120
Multiple carriers,2019-06-09,Delhi,Cochin,2025-04-26 07:00:00,2025-04-26 19:00:00,720,1.0,No info,12192
Air India,2019-06-12,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:15:00,375,1.0,No info,8372
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 05:30:00,2025-04-26 12:35:00,425,2.0,In-flight meal not included,13344
SpiceJet,2019-06-09,Delhi,Cochin,2025-04-26 08:45:00,2025-04-26 13:15:00,270,1.0,No info,5264
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 16:30:00,2025-05-22 04:40:00,730,1.0,No info,14388
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:00:00,360,1.0,No info,16079
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 08:55:00,2025-03-13 09:30:00,1475,1.0,In-flight meal not included,11087
SpiceJet,2019-04-06,Banglore,Delhi,2025-04-26 09:30:00,2025-04-26 12:20:00,170,0.0,No info,4423
SpiceJet,2019-05-06,Mumbai,Hyderabad,2025-04-26 05:45:00,2025-04-26 07:15:00,90,0.0,No info,2017
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-16 23:35:00,1630,1.0,No info,14151
IndiGo,2019-05-18,Delhi,Cochin,2025-04-26 08:35:00,2025-04-26 22:30:00,835,1.0,No info,7144
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 15:00:00,2025-06-25 19:00:00,1680,1.0,In-flight meal not included,10262
Jet Airways,2019-06-09,Mumbai,Hyderabad,2025-04-26 07:05:00,2025-04-26 08:30:00,85,0.0,In-flight meal not included,4050
Jet Airways,2019-06-15,Delhi,Cochin,2025-04-26 09:35:00,2025-06-16 12:35:00,1620,2.0,No info,13292
Jet Airways,2019-05-24,Kolkata,Banglore,2025-04-26 18:55:00,2025-05-25 16:20:00,1285,1.0,In-flight meal not included,10844
Air India,2019-06-09,Kolkata,Banglore,2025-04-26 07:00:00,2025-04-26 20:25:00,805,1.0,No info,10413
SpiceJet,2019-06-09,Delhi,Cochin,2025-04-26 08:45:00,2025-04-26 13:15:00,270,1.0,No check-in baggage included,5158
Air India,2019-05-12,Mumbai,Hyderabad,2025-04-26 06:20:00,2025-04-26 07:40:00,80,0.0,No info,3100
SpiceJet,2019-05-18,Delhi,Cochin,2025-04-26 15:45:00,2025-04-26 22:05:00,380,1.0,No info,7317
SpiceJet,2019-06-12,Kolkata,Banglore,2025-04-26 08:35:00,2025-04-26 17:15:00,520,1.0,No info,7189
Vistara,2019-03-21,Banglore,New Delhi,2025-04-26 06:40:00,2025-04-26 21:55:00,915,1.0,No info,6065
Jet Airways,2019-06-24,Mumbai,Hyderabad,2025-04-26 08:45:00,2025-04-26 10:15:00,90,0.0,In-flight meal not included,4995
Vistara,2019-03-09,Banglore,New Delhi,2025-04-26 06:40:00,2025-04-26 21:55:00,915,1.0,No info,10008
SpiceJet,2019-06-01,Banglore,Delhi,2025-04-26 21:10:00,2025-06-02 00:05:00,175,0.0,No check-in baggage included,3573
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 21:05:00,690,1.0,In-flight meal not included,10539
Air India,2019-03-01,Banglore,New Delhi,2025-04-26 05:50:00,2025-04-26 22:45:00,1015,1.0,No info,14069
IndiGo,2019-03-09,Kolkata,Banglore,2025-04-26 22:10:00,2025-03-10 00:55:00,165,0.0,No info,4148
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 16:30:00,2025-04-02 19:50:00,1640,1.0,No info,12681
Air India,2019-05-21,Delhi,Cochin,2025-04-26 05:15:00,2025-05-22 06:50:00,1535,1.0,No info,7480
IndiGo,2019-03-03,Banglore,New Delhi,2025-04-26 01:30:00,2025-04-26 04:15:00,165,0.0,No info,6860
Multiple carriers,2019-06-09,Delhi,Cochin,2025-04-26 18:15:00,2025-06-10 01:30:00,435,1.0,No info,13587
IndiGo,2019-06-01,Delhi,Cochin,2025-04-26 15:00:00,2025-06-02 01:30:00,630,1.0,No info,6628
Air India,2019-06-21,Mumbai,Hyderabad,2025-04-26 13:55:00,2025-04-26 15:25:00,90,0.0,No info,3100
Multiple carriers,2019-06-03,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 19:15:00,705,1.0,No info,9736
Jet Airways,2019-03-01,Banglore,New Delhi,2025-04-26 19:55:00,2025-04-26 22:35:00,160,0.0,No info,18308
Vistara,2019-04-18,Banglore,Delhi,2025-04-26 09:45:00,2025-04-26 12:35:00,170,0.0,No info,5403
Jet Airways,2019-05-12,Banglore,Delhi,2025-04-26 17:45:00,2025-04-26 20:45:00,180,0.0,No info,7229
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 21:25:00,2025-06-10 12:35:00,910,2.0,No info,13292
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 17:00:00,2025-06-07 18:00:00,1500,1.0,No info,12692
Jet Airways,2019-06-21,Banglore,Delhi,2025-04-26 17:45:00,2025-04-26 20:45:00,180,0.0,No info,8541
Air India,2019-06-01,Delhi,Cochin,2025-04-26 14:25:00,2025-06-02 19:15:00,1730,2.0,No info,13591
Vistara,2019-05-21,Banglore,Delhi,2025-04-26 17:00:00,2025-04-26 19:35:00,155,0.0,No info,4878
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 20:00:00,2025-05-16 08:15:00,735,1.0,No info,13941
Multiple carriers,2019-05-18,Delhi,Cochin,2025-04-26 10:20:00,2025-05-19 01:30:00,910,1.0,No info,7670
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 21:00:00,810,1.0,No info,6093
Jet Airways,2019-03-21,Mumbai,Hyderabad,2025-04-26 19:35:00,2025-04-26 21:05:00,90,0.0,No info,5678
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 16:20:00,475,1.0,No info,14571
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-07 23:35:00,1630,1.0,In-flight meal not included,8066
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 16:30:00,2025-06-13 19:50:00,1640,1.0,In-flight meal not included,8529
Air Asia,2019-06-06,Kolkata,Banglore,2025-04-26 07:35:00,2025-04-26 23:30:00,955,1.0,No info,6810
Air India,2019-03-12,Banglore,New Delhi,2025-04-26 00:30:00,2025-04-26 08:45:00,495,1.0,No info,13492
IndiGo,2019-05-21,Kolkata,Banglore,2025-04-26 06:35:00,2025-04-26 12:10:00,335,2.0,No info,6103
IndiGo,2019-06-03,Mumbai,Hyderabad,2025-04-26 01:40:00,2025-04-26 03:10:00,90,0.0,No info,2754
Jet Airways,2019-05-01,Mumbai,Hyderabad,2025-04-26 07:05:00,2025-04-26 08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 08:25:00,2025-05-10 12:00:00,1655,1.0,In-flight meal not included,9663
SpiceJet,2019-05-12,Banglore,Delhi,2025-04-26 09:30:00,2025-04-26 12:20:00,170,0.0,No check-in baggage included,4319
Vistara,2019-05-01,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-02 20:20:00,1640,1.0,No info,8610
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 09:40:00,2025-04-26 19:00:00,560,2.0,In-flight meal not included,10368
Air India,2019-03-03,Delhi,Cochin,2025-04-26 22:00:00,2025-03-04 19:15:00,1275,2.0,No info,22096
IndiGo,2019-03-18,Kolkata,Banglore,2025-04-26 15:10:00,2025-04-26 17:45:00,155,0.0,No info,4462
Vistara,2019-05-24,Kolkata,Banglore,2025-04-26 07:10:00,2025-04-26 20:20:00,790,1.0,No info,9555
IndiGo,2019-06-15,Delhi,Cochin,2025-04-26 14:20:00,2025-04-26 22:30:00,490,1.0,No info,6412
Multiple carriers,2019-06-01,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 19:00:00,690,1.0,No info,11200
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 18:55:00,2025-06-10 12:00:00,1025,1.0,No info,14571
Jet Airways,2019-03-21,Mumbai,Hyderabad,2025-04-26 19:35:00,2025-04-26 21:05:00,90,0.0,In-flight meal not included,2228
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 19:45:00,2025-03-25 04:45:00,540,1.0,No info,13759
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 12:15:00,2025-06-28 12:35:00,1460,2.0,No info,14300
IndiGo,2019-03-06,Delhi,Cochin,2025-04-26 06:40:00,2025-04-26 21:20:00,880,2.0,No info,6610
Air India,2019-03-03,Delhi,Cochin,2025-04-26 21:30:00,2025-03-04 19:15:00,1305,2.0,No info,12287
IndiGo,2019-05-27,Mumbai,Hyderabad,2025-04-26 12:00:00,2025-04-26 13:30:00,90,0.0,No info,2754
Jet Airways,2019-03-12,Banglore,New Delhi,2025-04-26 20:35:00,2025-03-13 15:15:00,1120,1.0,In-flight meal not included,11087
Multiple carriers,2019-03-27,Delhi,Cochin,2025-04-26 07:05:00,2025-04-26 21:20:00,855,2.0,No info,6128
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 19:30:00,2025-05-22 04:25:00,535,2.0,In-flight meal not included,13029
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 19:10:00,2025-06-28 12:35:00,1045,2.0,In-flight meal not included,11150
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 21:10:00,2025-03-25 10:05:00,775,1.0,No info,14914
Multiple carriers,2019-05-18,Delhi,Cochin,2025-04-26 10:20:00,2025-04-26 19:15:00,535,1.0,No info,8476
Air India,2019-03-06,Delhi,Cochin,2025-04-26 09:00:00,2025-04-26 19:15:00,615,1.0,No info,15284
Jet Airways,2019-06-12,Delhi,Cochin,2025-04-26 12:15:00,2025-06-13 04:25:00,970,2.0,No info,14300
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 09:35:00,2025-05-22 14:25:00,1730,1.0,No info,11467
Air India,2019-03-21,Delhi,Cochin,2025-04-26 06:05:00,2025-03-22 09:25:00,1640,1.0,No info,7532
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 11:30:00,2025-04-26 19:00:00,450,1.0,No info,14714
Air India,2019-06-09,Mumbai,Hyderabad,2025-04-26 06:20:00,2025-04-26 07:40:00,80,0.0,No info,3100
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 09:25:00,2025-04-26 18:30:00,545,1.0,No info,8366
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 20:00:00,2025-04-02 22:35:00,1595,1.0,In-flight meal not included,7064
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 08:55:00,2025-03-07 09:00:00,1445,1.0,No info,15025
Jet Airways,2019-05-09,Banglore,Delhi,2025-04-26 19:50:00,2025-04-26 22:50:00,180,0.0,No info,7229
IndiGo,2019-06-27,Mumbai,Hyderabad,2025-04-26 21:20:00,2025-04-26 22:50:00,90,0.0,No info,2227
Vistara,2019-03-09,Chennai,Kolkata,2025-04-26 07:05:00,2025-04-26 09:20:00,135,0.0,No info,6627
IndiGo,2019-03-06,Delhi,Cochin,2025-04-26 05:35:00,2025-04-26 08:50:00,195,0.0,No info,7673
Air India,2019-03-03,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 19:15:00,675,1.0,No info,15197
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 08:25:00,2025-05-19 09:20:00,1495,1.0,No info,14388
Jet Airways,2019-03-21,Delhi,Cochin,2025-04-26 18:20:00,2025-03-22 18:50:00,1470,2.0,No info,12604
IndiGo,2019-04-09,Kolkata,Banglore,2025-04-26 11:30:00,2025-04-26 16:05:00,275,1.0,No info,4966
IndiGo,2019-05-27,Delhi,Cochin,2025-04-26 15:00:00,2025-05-28 01:30:00,630,1.0,No info,6628
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 20:00:00,2025-06-10 22:35:00,1595,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,2025-04-26 19:10:00,2025-03-23 04:25:00,1995,2.0,In-flight meal not included,8834
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 16:30:00,2025-04-02 04:40:00,730,1.0,In-flight meal not included,7064
Air India,2019-03-27,Delhi,Cochin,2025-04-26 13:05:00,2025-03-28 07:40:00,1115,2.0,No info,8875
Air Asia,2019-05-12,Kolkata,Banglore,2025-04-26 07:35:00,2025-04-26 19:25:00,710,1.0,No info,5320
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 09:00:00,2025-04-26 15:30:00,390,1.0,In-flight meal not included,15136
IndiGo,2019-04-06,Banglore,Delhi,2025-04-26 04:00:00,2025-04-26 06:50:00,170,0.0,No info,4423
Air Asia,2019-06-03,Delhi,Cochin,2025-04-26 07:55:00,2025-04-26 15:45:00,470,1.0,No info,8759
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 14:35:00,2025-06-25 04:25:00,830,2.0,No info,13376
Vistara,2019-06-12,Kolkata,Banglore,2025-04-26 07:10:00,2025-04-26 23:25:00,975,1.0,No info,8610
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-22 18:30:00,1830,2.0,No info,10151
Air Asia,2019-04-27,Kolkata,Banglore,2025-04-26 22:50:00,2025-04-28 01:20:00,150,0.0,No info,4409
Jet Airways,2019-05-18,Delhi,Cochin,2025-04-26 19:45:00,2025-05-19 04:25:00,520,1.0,In-flight meal not included,12373
IndiGo,2019-03-15,Banglore,New Delhi,2025-04-26 16:55:00,2025-04-26 19:45:00,170,0.0,No info,8033
Jet Airways,2019-05-12,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-13 14:25:00,1080,1.0,No info,13067
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 13:00:00,2025-06-25 04:25:00,925,1.0,In-flight meal not included,10262
Air India,2019-05-18,Kolkata,Banglore,2025-04-26 05:50:00,2025-05-19 08:55:00,1625,2.0,No info,12723
IndiGo,2019-05-21,Mumbai,Hyderabad,2025-04-26 02:35:00,2025-04-26 04:05:00,90,0.0,No info,2754
Air India,2019-03-21,Delhi,Cochin,2025-04-26 17:15:00,2025-03-22 19:15:00,1560,2.0,No info,8770
IndiGo,2019-06-06,Chennai,Kolkata,2025-04-26 07:55:00,2025-04-26 10:15:00,140,0.0,No info,3850
IndiGo,2019-05-15,Delhi,Cochin,2025-04-26 23:30:00,2025-05-16 04:35:00,305,1.0,No info,10123
IndiGo,2019-03-01,Banglore,New Delhi,2025-04-26 05:15:00,2025-04-26 10:00:00,285,1.0,No Info,8064
Multiple carriers,2019-06-27,Delhi,Cochin,2025-04-26 16:00:00,2025-06-28 01:30:00,570,1.0,No info,13377
IndiGo,2019-06-12,Delhi,Cochin,2025-04-26 15:00:00,2025-06-13 01:30:00,630,1.0,No info,5684
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 10:00:00,2025-04-26 19:00:00,540,1.0,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,2025-04-26 12:00:00,2025-06-13 07:55:00,1195,2.0,No info,9416
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 18:25:00,2025-06-07 04:25:00,600,2.0,In-flight meal not included,12142
IndiGo,2019-04-06,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:05:00,175,0.0,No info,4823
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 20:00:00,2025-05-07 19:50:00,1430,1.0,No info,14388
Jet Airways,2019-05-12,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 16:20:00,590,1.0,In-flight meal not included,10844
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 17:05:00,2025-04-26 22:15:00,310,1.0,No info,6147
Air India,2019-03-06,Delhi,Cochin,2025-04-26 14:10:00,2025-04-26 17:10:00,180,0.0,No info,7931
SpiceJet,2019-06-03,Delhi,Cochin,2025-04-26 17:55:00,2025-04-26 22:50:00,295,1.0,No info,5409
IndiGo,2019-03-18,Mumbai,Hyderabad,2025-04-26 19:05:00,2025-04-26 20:30:00,85,0.0,No info,2754
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 21:10:00,2025-05-16 19:50:00,1360,1.0,In-flight meal not included,10844
Jet Airways,2019-04-27,Banglore,Delhi,2025-04-26 17:45:00,2025-04-26 20:45:00,180,0.0,No info,7229
SpiceJet,2019-04-01,Banglore,Delhi,2025-04-26 05:55:00,2025-04-26 08:35:00,160,0.0,No info,3971
Jet Airways,2019-04-12,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:10:00,180,0.0,No info,7229
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-16 14:25:00,1285,1.0,No info,11467
IndiGo,2019-06-18,Kolkata,Banglore,2025-04-26 15:15:00,2025-04-26 17:45:00,150,0.0,No info,4804
IndiGo,2019-05-06,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 12:20:00,165,0.0,No info,4804
Multiple carriers,2019-05-21,Delhi,Cochin,2025-04-26 10:20:00,2025-05-22 01:30:00,910,1.0,No info,7485
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 10:00:00,2025-04-26 23:15:00,795,1.0,No info,11936
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 08:25:00,2025-06-13 10:05:00,1540,1.0,In-flight meal not included,8529
Multiple carriers,2019-03-03,Delhi,Cochin,2025-04-26 17:50:00,2025-03-04 01:35:00,465,2.0,No info,24528
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 06:30:00,2025-05-10 04:40:00,1330,1.0,In-flight meal not included,8586
Air India,2019-06-21,Banglore,Delhi,2025-04-26 06:10:00,2025-04-26 08:55:00,165,0.0,No info,6961
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-19 14:25:00,1285,1.0,No info,13067
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 18:15:00,2025-05-22 19:00:00,1485,1.0,No info,16079
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 05:50:00,2025-04-26 15:00:00,550,1.0,In-flight meal not included,10037
IndiGo,2019-05-06,Mumbai,Hyderabad,2025-04-26 19:05:00,2025-04-26 20:35:00,90,0.0,No info,2754
Air India,2019-05-24,Kolkata,Banglore,2025-04-26 09:50:00,2025-05-25 12:30:00,1600,2.0,No info,15170
Vistara,2019-03-12,Mumbai,Hyderabad,2025-04-26 07:30:00,2025-03-13 09:25:00,1555,1.0,No info,12080
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 20:00:00,2025-05-07 09:20:00,800,1.0,No info,14388
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 17:35:00,435,1.0,No info,8355
Air India,2019-06-06,Kolkata,Banglore,2025-04-26 10:00:00,2025-06-07 01:20:00,920,2.0,No info,13033
Air Asia,2019-05-15,Kolkata,Banglore,2025-04-26 19:55:00,2025-04-26 22:25:00,150,0.0,No info,4409
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 18:55:00,2025-05-16 10:05:00,910,1.0,In-flight meal not included,9663
SpiceJet,2019-03-24,Banglore,New Delhi,2025-04-26 20:30:00,2025-04-26 23:20:00,170,0.0,No check-in baggage included,5469
Air India,2019-03-06,Delhi,Cochin,2025-04-26 05:55:00,2025-03-07 07:40:00,1545,2.0,No info,15428
Air India,2019-03-12,Banglore,New Delhi,2025-04-26 17:25:00,2025-03-13 10:15:00,1010,2.0,No info,12778
IndiGo,2019-03-03,Banglore,New Delhi,2025-04-26 16:55:00,2025-04-26 19:45:00,170,0.0,No info,8855
Air India,2019-06-09,Delhi,Cochin,2025-04-26 19:45:00,2025-06-10 19:15:00,1410,2.0,No info,10178
Air India,2019-04-24,Delhi,Cochin,2025-04-26 14:10:00,2025-04-26 17:10:00,180,0.0,No info,6094
Vistara,2019-05-18,Kolkata,Banglore,2025-04-26 20:20:00,2025-05-19 20:20:00,1440,1.0,No info,9555
Jet Airways,2019-04-01,Banglore,Delhi,2025-04-26 15:15:00,2025-04-26 18:10:00,175,0.0,No info,7229
IndiGo,2019-06-01,Banglore,Delhi,2025-04-26 23:30:00,2025-06-02 02:20:00,170,0.0,No info,4591
Jet Airways,2019-05-12,Banglore,Delhi,2025-04-26 11:10:00,2025-04-26 14:05:00,175,0.0,No info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 21:10:00,2025-06-10 08:15:00,665,1.0,No info,14939
IndiGo,2019-06-15,Chennai,Kolkata,2025-04-26 15:40:00,2025-04-26 18:25:00,165,0.0,No info,3540
Jet Airways,2019-03-06,Delhi,Cochin,2025-04-26 11:30:00,2025-04-26 18:50:00,440,1.0,No info,17024
IndiGo,2019-05-09,Delhi,Cochin,2025-04-26 11:25:00,2025-04-26 21:00:00,575,1.0,No info,6979
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 19:15:00,2025-06-25 04:25:00,550,1.0,In-flight meal not included,10262
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 09:00:00,2025-06-10 04:25:00,1165,1.0,In-flight meal not included,10262
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 13:55:00,2025-04-26 20:40:00,405,1.0,In-flight meal not included,11134
Jet Airways,2019-03-27,Delhi,Cochin,2025-04-26 11:30:00,2025-04-26 18:50:00,440,1.0,No info,12242
Air India,2019-03-18,Banglore,New Delhi,2025-04-26 17:25:00,2025-03-16 23:25:00,1800,2.0,No info,11518
IndiGo,2019-06-12,Kolkata,Banglore,2025-04-26 08:10:00,2025-04-26 13:00:00,290,1.0,No info,5069
Jet Airways,2019-04-09,Delhi,Cochin,2025-04-26 13:25:00,2025-04-10 19:00:00,1775,2.0,No info,9483
IndiGo,2019-06-18,Kolkata,Banglore,2025-04-26 20:25:00,2025-04-26 23:10:00,165,0.0,No info,4804
Air India,2019-03-03,Mumbai,Hyderabad,2025-04-26 21:05:00,2025-04-26 22:25:00,80,0.0,No info,4937
IndiGo,2019-04-09,Kolkata,Banglore,2025-04-26 15:30:00,2025-04-26 18:05:00,155,0.0,No info,4174
IndiGo,2019-03-21,Delhi,Cochin,2025-04-26 07:35:00,2025-04-26 22:20:00,885,1.0,No info,6558
SpiceJet,2019-06-06,Kolkata,Banglore,2025-04-26 11:15:00,2025-04-26 18:30:00,435,1.0,No info,10156
Jet Airways,2019-06-15,Delhi,Cochin,2025-04-26 14:00:00,2025-06-16 12:35:00,1355,1.0,In-flight meal not included,10262
IndiGo,2019-05-27,Chennai,Kolkata,2025-04-26 14:45:00,2025-04-26 17:05:00,140,0.0,No info,3597
IndiGo,2019-04-21,Banglore,Delhi,2025-04-26 21:15:00,2025-04-22 00:15:00,180,0.0,No info,4423
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 06:30:00,2025-06-07 07:25:00,1495,2.0,In-flight meal not included,10118
Multiple carriers,2019-03-03,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 18:50:00,680,1.0,No info,15135
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 20:50:00,860,2.0,In-flight meal not included,10118
SpiceJet,2019-03-03,Banglore,New Delhi,2025-04-26 15:35:00,2025-04-26 23:40:00,485,1.0,No info,6315
Jet Airways,2019-03-12,Banglore,New Delhi,2025-04-26 20:35:00,2025-03-13 21:20:00,1485,1.0,In-flight meal not included,11087
Jet Airways,2019-06-01,Delhi,Cochin,2025-04-26 20:55:00,2025-06-02 12:35:00,940,1.0,In-flight meal not included,10262
SpiceJet,2019-05-24,Kolkata,Banglore,2025-04-26 06:55:00,2025-04-26 09:30:00,155,0.0,No check-in baggage included,3841
IndiGo,2019-03-24,Banglore,New Delhi,2025-04-26 10:10:00,2025-04-26 13:00:00,170,0.0,No info,4777
Jet Airways,2019-03-21,Banglore,New Delhi,2025-04-26 11:40:00,2025-03-19 07:40:00,1200,1.0,In-flight meal not included,7832
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 19:50:00,685,1.0,In-flight meal not included,9899
Multiple carriers,2019-03-01,Delhi,Cochin,2025-04-26 12:50:00,2025-04-26 19:15:00,385,1.0,No info,36983
Vistara,2019-06-27,Chennai,Kolkata,2025-04-26 07:05:00,2025-04-26 09:20:00,135,0.0,No info,3687
Jet Airways,2019-05-27,Mumbai,Hyderabad,2025-04-26 07:05:00,2025-04-26 08:30:00,85,0.0,In-flight meal not included,4995
IndiGo,2019-03-18,Chennai,Kolkata,2025-04-26 07:55:00,2025-04-26 10:15:00,140,0.0,No info,3850
